Date,TeamName,ScoreOff,RushAttOff,RushYdsOff,PassAttOff,PassCompOff,PassYdsOff,PassIntOff,FumblesOff,ScoreDef,RushAttDef,RushYdsDef,PassAttDef,PassCompDef,PassYdsDef,PassIntDef,FumblesDef
9/28/2013,Connecticut,12,40,18,28,12,193,3,1,41,43,153,21,10,177,1,0
9/28/2013,Duke,38,39,190,28,20,324,1,0,31,41,150,50,37,362,1,0
9/28/2013,East Carolina,55,54,227,47,32,376,1,0,31,32,67,47,29,398,1,0
9/28/2013,Florida,24,45,246,18,15,156,1,0,7,21,48,26,17,125,1,0
9/28/2013,Florida Atlantic,14,28,94,46,22,272,2,2,18,51,204,25,7,69,1,0
9/28/2013,Florida State,48,36,159,27,17,330,1,0,34,45,200,28,18,197,2,0
9/28/2013,Fresno State,42,45,206,47,33,324,2,3,37,35,54,46,24,377,2,0
9/28/2013,Georgia,44,36,196,34,20,298,1,0,41,36,77,37,23,372,0,1
9/28/2013,Hawaii,37,35,54,46,24,377,2,0,42,45,206,47,33,324,2,3
9/28/2013,Houston,59,32,150,39,26,341,0,0,28,29,128,49,36,365,4,1
9/28/2013,Idaho,26,33,168,44,26,310,0,0,24,29,161,47,23,249,0,0
9/28/2013,Illinois,50,43,289,33,23,312,2,0,14,41,155,15,7,95,0,0
9/28/2013,Iowa,23,45,246,25,15,218,1,0,7,27,30,24,12,135,2,0
9/28/2013,Kent State,32,47,276,30,17,176,1,1,14,32,151,23,11,159,2,0
9/28/2013,Kentucky,7,21,48,26,17,125,1,0,24,45,246,18,15,156,1,0
9/28/2013,Louisiana State,41,36,77,37,23,372,0,1,44,36,196,34,20,298,1,0
9/28/2013,Louisiana Tech,16,23,57,36,20,320,1,1,35,77,414,3,1,16,0,0
9/28/2013,Miami-Florida,49,39,165,32,19,375,2,2,21,33,99,27,13,189,1,2
9/28/2013,Miami-Ohio,14,41,155,15,7,95,0,0,50,43,289,33,23,312,2,0
9/28/2013,Minnesota,7,27,30,24,12,135,2,0,23,45,246,25,15,218,1,0
9/28/2013,Mississippi,0,25,46,32,17,159,1,1,25,40,254,32,25,180,1,0
9/28/2013,Missouri,41,28,239,30,21,256,0,1,19,41,117,47,37,308,1,0
9/28/2013,Navy,7,33,107,17,7,76,2,0,19,43,219,31,25,198,1,1
9/28/2013,Nevada-Las Vegas,56,37,248,35,25,320,0,1,42,59,497,13,5,84,0,2
9/28/2013,Nevada-Reno,45,44,210,56,38,389,1,0,42,51,375,11,6,78,1,0
9/28/2013,New Mexico,42,59,497,13,5,84,0,2,56,37,248,35,25,320,0,1
9/28/2013,New Mexico State,16,27,40,35,23,228,0,1,26,43,212,34,22,229,0,1
9/28/2013,No Carolina State,48,52,239,20,14,244,1,0,14,26,94,37,16,165,3,0
9/28/2013,North Carolina,31,32,67,47,29,398,1,0,55,54,227,47,32,376,1,0
9/28/2013,Northern Illinois,55,36,177,26,19,225,0,1,24,30,153,55,24,371,4,1
9/28/2013,Notre Dame,21,29,220,25,9,104,3,0,35,42,212,31,23,238,0,0
9/28/2013,Ohio State,31,43,192,25,17,198,0,0,24,27,104,34,20,295,1,0
9/28/2013,Oklahoma,35,42,212,31,23,238,0,0,21,29,220,25,9,104,3,0
9/28/2013,Oklahoma State,21,40,111,47,20,322,2,1,30,39,68,51,25,320,2,0
9/28/2013,Oregon,55,48,264,26,12,117,0,2,16,51,149,44,21,176,1,4
9/28/2013,Oregon State,44,34,120,54,28,420,1,1,17,35,154,34,14,146,2,2
9/28/2013,Pittsburgh,14,35,8,31,13,191,2,1,3,33,65,37,15,123,0,2
9/28/2013,Purdue,24,30,153,55,24,371,4,1,55,36,177,26,19,225,0,1
9/28/2013,Rice,18,51,204,25,7,69,1,0,14,28,94,46,22,272,2,2
9/28/2013,S-M-U,17,31,16,44,23,276,4,1,48,36,107,26,15,228,0,2
9/28/2013,San Diego State,26,43,212,34,22,229,0,1,16,27,40,35,23,228,0,1
9/28/2013,South Alabama,24,28,135,51,24,257,3,0,31,37,278,36,20,204,3,0
9/28/2013,South Carolina,28,46,225,34,16,265,1,3,25,25,69,37,25,358,3,1
9/28/2013,South Florida,21,33,99,27,13,189,1,2,49,39,165,32,19,375,2,2
9/28/2013,Southern Cal,41,37,247,30,20,295,3,1,62,35,261,35,24,351,1,0
9/28/2013,Southern Miss,7,30,103,34,21,163,2,1,60,52,229,27,23,316,0,1
9/28/2013,Stanford,55,40,238,28,17,322,1,0,17,13,51,65,39,322,2,0
9/28/2013,Temple,24,29,161,47,23,249,0,0,26,33,168,44,26,310,0,0
9/28/2013,Tennessee,31,37,278,36,20,204,3,0,24,28,135,51,24,257,3,0
9/28/2013,Texas A+M,45,44,262,30,23,261,0,0,33,30,201,36,17,282,2,0
9/28/2013,Texas Christian,48,36,107,26,15,228,0,2,17,31,16,44,23,276,4,1
9/28/2013,Texas State,42,48,256,19,14,196,1,0,21,29,64,48,25,292,1,0
9/28/2013,Texas-San Antonio,28,29,128,49,36,365,4,1,59,32,150,39,26,341,0,0
9/28/2013,Toledo,24,29,141,46,34,274,1,1,31,36,128,39,27,335,1,2
9/28/2013,Troy,31,41,150,50,37,362,1,0,38,39,190,28,20,324,1,0
9/28/2013,Tulane,31,53,253,20,7,65,1,0,14,24,26,45,22,267,2,3
9/28/2013,U-A-B,24,29,156,36,19,206,2,0,52,35,206,29,23,334,1,0
9/28/2013,U-C-F,25,25,69,37,25,358,3,1,28,46,225,34,16,265,1,3
9/28/2013,UL-Monroe,14,24,26,45,22,267,2,3,31,53,253,20,7,65,1,0
9/28/2013,UTEP,42,47,132,43,26,365,0,1,59,34,250,29,18,341,0,1
9/28/2013,Vanderbilt,52,35,206,29,23,334,1,0,24,29,156,36,19,206,2,0
9/28/2013,Virginia,3,33,65,37,15,123,0,2,14,35,8,31,13,191,2,1
9/28/2013,Wake Forest,7,31,60,30,19,162,1,1,56,47,166,36,28,407,0,0
9/28/2013,Washington,31,61,244,25,14,165,1,0,13,49,199,37,14,119,2,0
9/28/2013,Washington State,17,13,51,65,39,322,2,0,55,40,238,28,17,322,1,0
9/28/2013,West Virginia,30,39,68,51,25,320,2,0,21,39,118,48,21,315,2,1
9/28/2013,Western Kentucky,19,43,217,31,25,200,1,1,7,33,107,17,7,76,2,0
9/28/2013,Western Michigan,14,32,151,23,11,159,2,0,32,47,276,30,17,176,1,1
9/28/2013,Wisconsin,24,27,104,34,20,295,1,0,31,43,192,25,17,198,0,0
9/28/2013,Wyoming,21,29,64,48,25,292,1,0,42,48,256,19,14,196,1,0
10/3/2013,Iowa State,30,50,201,27,16,262,1,1,31,29,119,45,26,244,0,1
10/3/2013,Texas,31,29,119,45,26,244,0,1,30,50,201,27,16,262,1,1
10/3/2013,U.C.L.A.,34,53,186,28,18,218,1,1,27,33,99,44,22,288,6,0
10/3/2013,UL-Monroe,10,27,116,40,21,275,1,1,31,40,160,36,24,370,1,0
10/3/2013,Utah,27,33,99,44,22,288,6,0,34,53,186,28,18,218,1,1
10/3/2013,Western Kentucky,31,40,160,36,24,370,1,0,10,27,116,40,21,275,1,1
10/4/2013,Brigham Young,31,50,160,32,17,278,1,1,14,35,186,51,22,211,1,2
10/4/2013,Nevada-Reno,44,58,177,51,33,393,0,2,51,39,255,32,23,286,0,1
10/4/2013,San Diego State,51,39,255,32,23,286,0,1,44,58,177,51,33,393,0,2
10/4/2013,Utah State,14,35,186,51,22,211,1,2,31,50,160,32,17,278,1,1
10/5/2013,Air Force,10,57,231,16,7,82,2,1,28,51,273,10,6,54,0,0
10/5/2013,Akron,3,39,56,26,11,101,1,1,43,39,147,26,17,215,1,0
10/5/2013,Alabama,45,30,181,34,29,296,0,0,3,22,15,22,12,160,0,1
10/5/2013,Arizona State,34,25,65,47,33,362,2,1,37,37,145,38,17,279,1,0
10/5/2013,Arkansas,10,29,111,43,17,164,1,1,30,41,115,22,16,240,0,0
10/5/2013,Army,27,65,326,11,5,101,0,0,48,41,320,13,11,203,0,0
10/5/2013,Auburn,30,48,282,17,11,93,0,2,22,39,124,50,26,340,2,0
10/5/2013,Ball State,48,40,160,41,23,346,0,0,27,41,236,42,22,223,1,3
10/5/2013,Baylor,73,62,468,33,20,396,3,1,42,34,118,41,17,276,1,0
10/5/2013,Boston College,48,41,320,13,11,203,0,0,27,65,326,11,5,101,0,0
10/5/2013,Bowling Green,28,43,232,22,13,216,0,0,7,32,184,25,11,96,1,0
10/5/2013,Buffalo,42,45,228,24,15,224,0,0,14,29,147,27,16,182,2,1
10/5/2013,California,22,29,79,63,34,506,2,3,44,21,49,67,41,521,1,0
10/5/2013,Central Michigan,21,41,184,21,11,110,1,1,9,36,123,29,14,171,0,1
10/5/2013,Cincinnati,20,33,110,36,24,240,2,2,26,37,112,18,11,129,0,1
10/5/2013,Clemson,49,45,158,32,23,466,2,0,14,48,323,29,12,74,4,0
10/5/2013,Colorado,16,36,94,34,12,280,2,-1,57,62,349,34,19,406,2,1
10/5/2013,East Carolina,24,40,146,58,43,365,0,1,17,32,89,37,28,245,2,0
10/5/2013,Eastern Michigan,14,29,147,27,16,182,2,1,42,45,228,24,15,224,0,0
10/5/2013,Florida,30,41,115,22,16,240,0,0,10,29,111,43,17,164,1,1
10/5/2013,Florida Atlantic,37,46,280,36,23,299,0,0,23,25,51,33,18,256,0,0
10/5/2013,Florida Intl,24,50,160,23,13,181,2,0,23,24,71,45,26,243,2,2
10/5/2013,Florida State,63,43,183,39,26,431,0,0,0,25,33,32,15,201,0,1
10/5/2013,Fresno State,61,50,309,51,38,422,2,1,14,43,96,40,17,177,4,1
10/5/2013,Georgia,34,37,238,35,19,196,0,0,31,41,189,31,17,215,0,1
10/5/2013,Georgia State,3,22,15,22,12,160,0,1,45,30,181,34,29,296,0,0
10/5/2013,Georgia Tech,30,62,335,19,6,66,2,1,45,31,227,22,17,324,2,2
10/5/2013,Hawaii,27,33,87,53,29,386,3,1,37,55,216,35,16,318,2,0
10/5/2013,Idaho,14,43,96,40,17,177,4,1,61,50,309,51,38,422,2,1
10/5/2013,Illinois,19,48,195,31,16,177,1,1,39,50,335,20,11,186,0,1
10/5/2013,Indiana,44,41,150,39,24,336,1,0,24,38,70,55,30,340,0,1
10/5/2013,Iowa,14,16,23,46,26,241,2,0,26,37,135,44,25,277,1,0
10/5/2013,Kansas,16,37,53,35,18,220,1,3,54,43,114,57,36,404,1,0
10/5/2013,Kansas State,29,38,144,28,18,192,3,2,33,25,85,40,24,245,0,1
10/5/2013,Kent State,24,24,147,37,17,245,1,1,38,63,454,35,21,244,2,0
10/5/2013,Kentucky,28,36,123,24,17,178,0,0,35,39,178,23,18,275,0,1
10/5/2013,Louisiana State,59,39,223,29,25,340,1,0,26,36,216,31,16,252,1,1
10/5/2013,Louisiana Tech,38,50,353,20,10,110,0,2,35,45,203,33,18,237,1,0
10/5/2013,Louisville,30,34,177,36,25,348,0,0,7,28,48,26,13,207,1,1
10/5/2013,Marshall,34,49,125,32,22,279,0,1,10,29,97,34,14,157,3,0
10/5/2013,Maryland,0,25,33,32,15,201,0,1,63,43,183,39,26,431,0,0
10/5/2013,Massachusetts,7,32,184,25,11,96,1,0,28,43,232,22,13,216,0,0
10/5/2013,Memphis,17,35,118,39,20,279,3,1,24,30,110,36,17,160,0,0
10/5/2013,Miami-Florida,45,31,227,22,17,324,2,2,30,62,335,19,6,66,2,1
10/5/2013,Miami-Ohio,9,36,123,29,14,171,0,1,21,41,184,21,11,110,1,1
10/5/2013,Michigan,42,35,113,17,13,235,0,0,13,41,136,21,14,145,1,1
10/5/2013,Michigan State,26,37,135,44,25,277,1,0,14,16,23,46,26,241,2,0
10/5/2013,Middle Tennessee,17,32,89,37,28,245,2,0,24,40,146,58,43,365,0,1
10/5/2013,Minnesota,13,41,136,21,14,145,1,1,42,35,113,17,13,235,0,0
10/5/2013,Mississippi,22,39,124,50,26,340,2,0,30,48,282,17,11,93,0,2
10/5/2013,Mississippi State,26,36,216,31,16,252,1,1,59,39,223,29,25,340,1,0
10/5/2013,Missouri,51,43,245,28,19,278,0,0,28,38,130,41,29,348,1,0
10/5/2013,Navy,28,51,273,10,6,54,0,0,10,57,231,16,7,82,2,1
10/5/2013,Nebraska,39,50,335,20,11,186,0,1,19,48,195,31,16,177,1,1
10/5/2013,New Mexico,66,56,541,8,3,67,0,0,17,40,182,34,20,269,2,1
10/5/2013,New Mexico State,17,40,182,34,20,269,2,1,66,56,541,8,3,67,0,0
10/5/2013,No Carolina State,13,32,115,43,27,257,2,0,28,32,114,39,24,268,1,0
10/5/2013,North Carolina,17,38,99,35,23,277,2,1,27,34,48,28,19,293,0,0
10/5/2013,North Texas,21,20,34,42,29,326,2,0,24,39,95,28,18,132,0,1
10/5/2013,Northern Illinois,38,63,454,35,21,244,2,0,24,24,147,37,17,245,1,1
10/5/2013,Northwestern,30,43,94,31,25,343,1,1,40,48,248,26,15,203,1,2
10/5/2013,Notre Dame,37,37,145,38,17,279,1,0,34,25,65,47,33,362,2,1
10/5/2013,Ohio,43,39,147,26,17,215,1,0,3,39,56,26,11,101,1,1
10/5/2013,Ohio State,40,48,248,26,15,203,1,2,30,43,94,31,25,343,1,1
10/5/2013,Oklahoma,20,38,203,31,20,152,0,1,17,27,44,26,16,166,0,0
10/5/2013,Oklahoma State,33,25,85,40,24,245,0,1,29,38,144,28,18,192,3,2
10/5/2013,Oregon,57,62,349,34,19,406,2,1,16,36,94,35,12,280,2,0
10/5/2013,Penn State,24,38,70,55,30,340,0,1,44,41,150,39,24,336,1,0
10/5/2013,Rice,30,48,167,22,13,177,1,1,27,53,222,32,16,193,2,1
10/5/2013,Rutgers,55,52,191,33,19,283,1,1,52,28,74,71,45,484,0,1
10/5/2013,S-M-U,52,28,74,71,45,484,0,1,55,52,191,33,19,283,1,1
10/5/2013,San Jose State,37,55,216,35,16,318,2,0,27,33,87,53,29,386,3,1
10/5/2013,South Alabama,33,42,159,41,26,471,0,0,34,38,129,34,24,305,0,1
10/5/2013,South Carolina,35,39,178,23,18,275,0,1,28,36,123,24,17,178,0,0
10/5/2013,South Florida,26,37,112,18,11,129,0,1,20,33,110,36,24,240,2,2
10/5/2013,Southern Miss,23,24,71,45,26,243,2,2,24,50,160,23,13,181,2,0
10/5/2013,Stanford,31,41,179,20,12,105,1,0,28,40,139,48,33,350,1,0
10/5/2013,Syracuse,14,48,323,29,12,74,4,0,49,45,158,32,23,466,2,0
10/5/2013,Temple,7,28,48,26,13,207,1,1,30,34,177,36,25,348,0,0
10/5/2013,Tennessee,31,41,189,31,17,215,0,1,34,37,238,35,19,196,0,0
10/5/2013,Texas Christian,17,27,44,26,16,166,0,0,20,38,203,31,20,152,0,1
10/5/2013,Texas State,24,31,120,16,11,76,0,2,48,50,212,26,21,360,0,1
10/5/2013,Texas Tech,54,43,114,57,36,404,1,0,16,37,53,35,18,220,1,3
10/5/2013,Texas-San Antonio,10,29,97,34,14,157,3,0,34,49,125,32,22,279,0,1
10/5/2013,Toledo,47,39,360,32,14,168,0,0,20,40,87,32,19,288,2,2
10/5/2013,Troy,34,38,129,34,24,305,0,1,33,42,159,41,26,471,0,0
10/5/2013,Tulane,24,39,95,28,18,132,0,1,21,20,34,42,29,326,2,0
10/5/2013,Tulsa,27,53,222,32,16,193,2,1,30,48,167,22,13,177,1,1
10/5/2013,U-A-B,23,25,51,33,18,256,0,0,37,46,280,36,23,299,0,0
10/5/2013,U-C-F,24,30,110,36,17,160,0,0,17,35,118,39,20,279,3,1
10/5/2013,UL-Lafayette,48,50,212,26,21,360,0,1,24,31,120,16,11,76,0,2
10/5/2013,UTEP,35,45,203,33,18,237,1,0,38,50,353,20,10,110,0,2
10/5/2013,Vanderbilt,28,38,130,41,29,338,1,0,51,43,245,28,19,278,0,0
10/5/2013,Virginia,27,41,236,42,22,223,1,3,48,40,160,41,23,346,0,0
10/5/2013,Virginia Tech,27,34,48,28,19,293,0,0,17,38,99,35,23,277,2,1
10/5/2013,Wake Forest,28,32,114,39,24,268,1,0,13,32,115,43,27,257,2,0
10/5/2013,Washington,28,40,139,48,33,350,1,0,31,41,179,20,12,105,1,0
10/5/2013,Washington State,44,21,49,67,41,521,1,0,22,29,79,62,34,506,2,3
10/5/2013,West Virginia,42,34,118,41,17,276,1,0,73,62,468,33,20,396,3,1
10/5/2013,Western Michigan,20,40,87,32,19,288,2,2,47,39,360,32,14,168,0,0
10/10/2013,Air Force,20,49,169,12,6,150,0,1,27,46,214,26,15,249,1,1
10/10/2013,Arizona,31,33,145,44,28,363,0,0,38,45,249,30,15,297,0,0
10/10/2013,Louisville,24,36,151,31,21,310,1,2,10,27,12,37,20,228,4,0
10/10/2013,Rutgers,10,27,12,37,20,228,4,0,24,36,151,31,21,310,1,2
10/10/2013,San Diego State,27,46,214,26,15,249,1,1,20,49,169,12,6,150,0,1
10/10/2013,Southern Cal,38,45,249,30,15,297,0,0,31,33,145,44,28,363,0,0
10/11/2013,Cincinnati,38,42,205,37,31,270,0,1,20,31,176,25,12,200,1,1
10/11/2013,Temple,20,31,176,25,12,200,1,1,38,42,205,37,31,270,0,1
10/12/2013,Akron,20,36,110,56,24,262,1,0,27,39,179,35,16,220,0,0
10/12/2013,Alabama,48,44,299,36,22,369,0,2,7,34,94,18,7,76,0,0
10/12/2013,Arizona State,54,58,276,22,11,256,0,0,13,35,99,30,18,169,3,1
10/12/2013,Arkansas,7,24,218,13,4,30,1,2,52,54,277,35,24,260,0,1
10/12/2013,Arkansas State,48,45,190,32,22,375,1,0,24,39,165,41,15,212,1,0
10/12/2013,Army,50,54,513,7,5,38,0,0,25,34,194,27,17,223,1,1
10/12/2013,Auburn,62,43,511,22,17,201,1,0,3,31,66,17,6,107,1,0
10/12/2013,Ball State,27,23,118,46,23,305,2,1,24,46,223,30,20,184,1,1
10/12/2013,Baylor,35,37,109,22,13,342,0,1,25,58,327,22,10,118,1,0
10/12/2013,Boise State,34,40,112,45,30,335,3,0,23,39,127,31,16,221,2,1
10/12/2013,Boston College,14,39,94,21,13,192,1,1,24,37,162,45,30,334,0,2
10/12/2013,Bowling Green,20,29,160,34,20,224,0,1,21,41,245,25,19,177,1,0
10/12/2013,Brigham Young,38,42,189,27,19,244,0,0,20,53,242,23,10,158,1,1
10/12/2013,Buffalo,33,56,290,23,12,132,0,0,0,26,38,34,16,164,2,2
10/12/2013,California,10,37,105,43,26,215,1,1,37,34,78,41,31,410,0,0
10/12/2013,Central Michigan,26,44,208,29,20,224,1,0,23,34,107,36,25,332,2,2
10/12/2013,Clemson,24,37,162,45,30,334,0,2,14,39,94,21,13,192,1,1
10/12/2013,Colorado,13,35,99,30,18,169,3,1,54,58,276,22,11,256,0,0
10/12/2013,Colorado State,27,27,137,34,19,310,2,0,34,45,177,35,28,431,1,1
10/12/2013,Connecticut,10,37,207,43,15,149,0,1,13,34,122,28,8,106,1,0
10/12/2013,Duke,35,37,134,39,32,301,0,0,7,50,230,14,6,89,1,2
10/12/2013,East Carolina,33,35,63,55,41,480,1,1,36,28,85,40,24,225,1,0
10/12/2013,Eastern Michigan,25,34,194,27,17,223,1,1,50,54,513,7,5,38,0,0
10/12/2013,Florida,6,40,111,28,16,129,0,0,17,39,175,17,9,152,0,1
10/12/2013,Florida Atlantic,23,47,208,29,16,187,1,0,24,34,139,35,18,216,1,0
10/12/2013,Florida Intl,24,36,94,34,17,302,1,1,27,41,217,30,19,188,0,0
10/12/2013,Georgia,26,31,164,45,25,290,2,2,41,37,142,31,22,233,0,0
10/12/2013,Georgia State,28,26,52,50,22,370,1,0,35,59,249,43,25,385,2,1
10/12/2013,Georgia Tech,20,53,242,23,10,158,1,1,38,42,189,27,19,244,0,0
10/12/2013,Hawaii,37,26,129,47,24,325,0,1,39,57,194,56,34,385,1,0
10/12/2013,Houston,25,29,38,32,14,209,0,1,15,40,127,41,21,222,0,4
10/12/2013,Idaho,24,39,165,41,15,212,1,0,48,45,190,32,22,375,1,0
10/12/2013,Indiana,28,27,92,47,25,259,1,0,42,47,238,31,22,235,1,1
10/12/2013,Iowa State,35,39,143,39,15,168,0,0,42,45,251,56,35,415,1,2
10/12/2013,Kansas,17,34,46,26,13,152,1,1,27,41,207,22,14,173,2,3
10/12/2013,Kansas State,25,58,327,22,10,118,1,0,35,37,109,22,13,342,0,1
10/12/2013,Kent State,24,46,223,30,20,184,1,1,27,23,118,46,23,305,2,1
10/12/2013,Kentucky,7,34,94,18,7,76,0,0,48,44,299,36,22,369,0,2
10/12/2013,Louisiana State,17,39,175,17,9,152,0,1,6,40,111,28,16,129,0,0
10/12/2013,Marshall,24,34,139,35,18,216,1,0,23,47,208,29,16,187,1,0
10/12/2013,Maryland,27,30,136,34,18,332,0,3,26,49,242,44,27,263,0,0
10/12/2013,Massachusetts,17,44,127,36,19,249,2,0,10,30,117,35,15,173,3,0
10/12/2013,Memphis,15,40,127,41,21,222,0,4,25,29,38,32,14,209,0,1
10/12/2013,Miami-Ohio,10,30,117,35,15,173,3,0,17,44,127,36,19,249,2,0
10/12/2013,Michigan,40,54,149,29,15,240,2,1,43,44,85,45,23,305,2,2
10/12/2013,Michigan State,42,47,238,31,22,235,1,1,28,27,92,47,25,259,1,0
10/12/2013,Middle Tennessee,7,27,139,30,14,66,1,2,34,61,303,19,13,113,2,1
10/12/2013,Mississippi,38,33,133,40,25,329,1,0,41,44,241,39,31,346,1,1
10/12/2013,Mississippi State,21,41,245,25,19,177,1,0,20,29,160,34,20,224,0,1
10/12/2013,Missouri,41,37,142,31,22,233,0,0,26,31,164,45,25,290,2,2
10/12/2013,Navy,7,50,230,14,6,89,1,2,35,37,134,39,32,301,0,0
10/12/2013,Nebraska,44,56,251,31,16,184,3,0,7,25,32,36,14,184,1,1
10/12/2013,Nevada-Las Vegas,39,57,194,56,34,385,1,0,37,26,129,47,24,325,0,1
10/12/2013,New Mexico,31,50,257,24,12,179,1,2,38,46,285,33,19,247,0,1
10/12/2013,No Carolina State,10,45,129,50,24,226,1,0,24,40,362,21,10,74,2,0
10/12/2013,North Texas,34,61,303,19,13,113,2,1,7,27,139,30,14,66,1,2
10/12/2013,Northern Illinois,27,39,179,35,16,220,0,0,20,36,110,56,24,262,1,0
10/12/2013,Northwestern,6,25,44,39,17,197,1,0,35,51,286,28,17,241,2,1
10/12/2013,Ohio,23,34,107,36,25,332,2,2,26,44,208,29,20,224,1,0
10/12/2013,Oklahoma,20,33,130,26,12,133,2,0,36,60,255,22,13,190,1,1
10/12/2013,Oregon,45,50,265,31,24,366,0,0,24,42,194,32,19,182,1,1
10/12/2013,Oregon State,52,28,102,53,35,496,2,0,24,22,113,55,29,270,4,2
10/12/2013,Penn State,43,44,85,45,23,305,2,2,40,54,149,29,15,240,2,1
10/12/2013,Pittsburgh,9,26,23,29,13,187,0,0,19,38,76,34,19,239,0,0
10/12/2013,Purdue,7,25,32,36,14,184,1,1,44,56,251,31,16,184,3,0
10/12/2013,Rice,27,41,157,22,9,183,0,0,21,49,264,31,17,170,0,1
10/12/2013,San Jose State,34,45,177,35,28,431,1,1,27,27,137,34,19,310,2,0
10/12/2013,South Carolina,52,54,277,35,24,260,0,1,7,24,218,13,4,30,1,2
10/12/2013,South Florida,13,34,122,28,8,106,1,0,10,37,207,43,15,149,0,1
10/12/2013,Stanford,21,29,143,27,15,246,0,2,27,39,181,34,23,234,1,0
10/12/2013,Syracuse,24,40,362,21,10,74,2,0,10,45,129,50,24,226,1,0
10/12/2013,Texas,36,60,255,22,13,190,1,1,20,33,130,26,12,133,2,0
10/12/2013,Texas A+M,41,44,241,39,31,346,1,1,38,33,133,40,25,329,1,0
10/12/2013,Texas Christian,27,41,207,22,14,173,2,3,17,34,46,26,13,152,1,1
10/12/2013,Texas State,14,38,210,34,12,148,2,0,21,31,80,32,16,112,2,0
10/12/2013,Texas Tech,42,45,251,56,35,415,1,2,35,39,143,39,15,168,0,0
10/12/2013,Texas-San Antonio,21,49,264,31,17,170,0,1,27,41,157,22,9,183,0,0
10/12/2013,Troy,35,59,249,43,25,385,2,1,28,26,52,50,22,370,1,0
10/12/2013,Tulane,36,28,85,40,24,225,1,0,33,35,63,55,41,480,1,1
10/12/2013,Tulsa,34,46,204,17,14,226,0,1,20,47,222,30,12,166,2,0
10/12/2013,U-A-B,27,41,217,30,19,188,0,0,24,36,94,34,17,302,1,1
10/12/2013,U.C.L.A.,37,34,78,41,31,410,0,0,10,37,105,43,26,215,1,1
10/12/2013,UL-Monroe,21,31,80,32,16,112,2,0,14,38,210,34,12,148,2,0
10/12/2013,UTEP,20,47,222,30,12,166,2,0,34,46,204,17,14,226,0,1
10/12/2013,Utah,27,39,181,34,23,234,1,0,21,29,143,27,15,246,0,2
10/12/2013,Utah State,23,39,127,31,16,221,2,1,34,40,112,45,30,335,3,0
10/12/2013,Virginia,26,49,242,44,27,263,0,0,27,30,136,34,18,332,0,3
10/12/2013,Virginia Tech,19,38,76,34,19,239,0,0,9,26,23,29,13,187,0,0
10/12/2013,Washington,24,42,194,32,19,182,1,1,45,50,265,31,24,366,0,0
10/12/2013,Washington State,24,22,113,55,29,270,4,2,52,28,102,53,35,496,2,0
10/12/2013,Western Michigan,0,26,38,34,16,164,2,2,33,56,290,23,12,132,0,0
10/12/2013,Wisconsin,35,51,286,28,17,241,2,1,6,25,44,39,17,197,1,0
10/12/2013,Wyoming,38,46,285,33,19,247,0,1,31,50,257,24,12,179,1,2
10/15/2013,UL-Lafayette,37,52,254,12,5,90,0,1,20,38,133,29,23,338,2,2
10/15/2013,Western Kentucky,20,38,133,29,23,338,2,2,37,52,254,12,5,90,0,1
10/17/2013,Miami-Florida,27,45,234,35,19,322,4,0,23,36,105,43,32,395,2,0
10/17/2013,North Carolina,23,36,105,43,32,395,2,0,27,45,234,35,19,322,4,0
10/18/2013,Louisville,35,24,104,38,29,341,0,2,38,32,196,33,21,250,1,1
10/18/2013,U-C-F,38,32,196,33,21,250,1,1,35,24,104,38,29,341,0,2
10/19/2013,Akron,24,39,147,32,23,227,0,3,17,36,77,34,23,226,1,1
10/19/2013,Alabama,52,37,352,24,15,180,0,0,0,39,165,25,7,91,2,1
10/19/2013,Arizona,35,58,300,30,18,168,0,2,24,42,172,32,15,157,2,0
10/19/2013,Arizona State,53,51,314,42,26,271,1,1,24,25,-5,40,16,217,0,1
10/19/2013,Arkansas,0,39,165,25,7,91,2,1,52,37,352,24,15,180,0,0
10/19/2013,Army,14,58,255,19,8,83,2,2,33,44,158,16,10,203,1,0
10/19/2013,Auburn,45,60,379,25,11,236,0,1,41,40,133,42,30,469,2,0
10/19/2013,Ball State,38,43,159,38,25,324,1,1,17,26,164,34,19,204,1,1
10/19/2013,Baylor,71,53,296,38,28,413,0,0,7,33,41,27,15,133,2,1
10/19/2013,Boise State,34,46,407,21,18,150,1,0,17,52,165,30,22,208,0,0
10/19/2013,Brigham Young,47,71,264,44,29,417,3,0,46,29,48,47,31,435,3,0
10/19/2013,Buffalo,32,48,215,27,18,167,0,0,3,33,85,28,14,162,1,2
10/19/2013,California,17,30,75,47,32,291,2,2,49,28,74,46,36,496,0,2
10/19/2013,Central Michigan,17,30,75,32,16,271,1,1,38,53,437,30,20,155,1,0
10/19/2013,Cincinnati,41,36,137,30,21,388,1,2,16,32,56,42,24,321,3,0
10/19/2013,Clemson,14,41,123,45,22,203,2,2,51,38,121,35,22,444,1,0
10/19/2013,Colorado,43,31,218,21,15,198,0,0,10,45,148,14,7,48,1,1
10/19/2013,Colorado State,52,54,290,23,18,219,1,0,22,34,165,37,22,251,2,1
10/19/2013,Connecticut,16,32,56,42,24,321,3,0,41,36,137,30,21,388,1,2
10/19/2013,Duke,35,44,180,40,22,292,1,0,22,39,100,38,20,263,1,0
10/19/2013,East Carolina,55,44,122,44,34,354,0,1,14,36,121,28,11,112,1,1
